id_pedido,probabilidad_completado,prediccion,estado_predicho,real
142714,0.6666666666666666,1,COMPLETE,COMPLETE
66523,0.8,1,COMPLETE,COMPLETE
16161,0.6,1,COMPLETE,COMPLETE
130902,0.4666666666666667,0,CANCELED,COMPLETE
122977,0.4666666666666667,0,CANCELED,COMPLETE
126512,0.6666666666666666,1,COMPLETE,COMPLETE
17976,0.6666666666666666,1,COMPLETE,COMPLETE
80462,0.8666666666666667,1,COMPLETE,COMPLETE
65357,0.6666666666666666,1,COMPLETE,COMPLETE
38509,0.8666666666666667,1,COMPLETE,COMPLETE
104393,0.6,1,COMPLETE,COMPLETE
67857,0.8666666666666667,1,COMPLETE,CANCELED
26860,0.6666666666666666,1,COMPLETE,CANCELED
131992,0.6,1,COMPLETE,CANCELED
73062,0.6666666666666666,1,COMPLETE,CANCELED
51825,0.8,1,COMPLETE,CANCELED
68219,0.6,1,COMPLETE,CANCELED
63314,0.8,1,COMPLETE,COMPLETE
81612,0.4666666666666667,0,CANCELED,COMPLETE
47955,0.7333333333333333,1,COMPLETE,COMPLETE
89779,0.8,1,COMPLETE,COMPLETE
135333,0.8,1,COMPLETE,CANCELED
8531,0.6666666666666666,1,COMPLETE,CANCELED
75823,0.8,1,COMPLETE,COMPLETE
105215,0.5333333333333333,1,COMPLETE,CANCELED
28755,0.6666666666666666,1,COMPLETE,CANCELED
132537,0.4,0,CANCELED,CANCELED
118300,0.9333333333333333,1,COMPLETE,CANCELED
68379,0.7333333333333333,1,COMPLETE,CANCELED
78272,0.8,1,COMPLETE,COMPLETE
74803,0.7333333333333333,1,COMPLETE,COMPLETE
92582,0.5333333333333333,1,COMPLETE,COMPLETE
26231,0.6666666666666666,1,COMPLETE,CANCELED
43984,0.8666666666666667,1,COMPLETE,CANCELED
24078,0.6666666666666666,1,COMPLETE,COMPLETE
52005,0.7333333333333333,1,COMPLETE,COMPLETE
76155,0.5333333333333333,1,COMPLETE,COMPLETE
56578,0.6,1,COMPLETE,COMPLETE
19960,0.6,1,COMPLETE,CANCELED
72614,0.6,1,COMPLETE,CANCELED
32280,0.8666666666666667,1,COMPLETE,COMPLETE
53628,0.7333333333333333,1,COMPLETE,COMPLETE
45251,0.6666666666666666,1,COMPLETE,COMPLETE
20823,0.6,1,COMPLETE,CANCELED
34730,0.6,1,COMPLETE,COMPLETE
63936,0.7333333333333333,1,COMPLETE,COMPLETE
31128,0.6,1,COMPLETE,COMPLETE
55455,0.6,1,COMPLETE,COMPLETE
69487,0.8666666666666667,1,COMPLETE,COMPLETE
121044,0.6666666666666666,1,COMPLETE,CANCELED
8839,0.5333333333333333,1,COMPLETE,COMPLETE
144832,0.5333333333333333,1,COMPLETE,CANCELED
87260,0.6,1,COMPLETE,COMPLETE
128619,0.6,1,COMPLETE,COMPLETE
62359,0.8,1,COMPLETE,CANCELED
45326,0.6,1,COMPLETE,CANCELED
58692,0.7333333333333333,1,COMPLETE,COMPLETE
59766,0.6666666666666666,1,COMPLETE,CANCELED
79486,0.5333333333333333,1,COMPLETE,COMPLETE
19740,0.8666666666666667,1,COMPLETE,CANCELED
69897,0.5333333333333333,1,COMPLETE,COMPLETE
146545,0.6666666666666666,1,COMPLETE,CANCELED
25350,0.6666666666666666,1,COMPLETE,COMPLETE
128001,0.5333333333333333,1,COMPLETE,COMPLETE
33419,0.9333333333333333,1,COMPLETE,COMPLETE
99817,0.4,0,CANCELED,COMPLETE
133486,0.6,1,COMPLETE,CANCELED
13086,0.5333333333333333,1,COMPLETE,CANCELED
33265,0.8,1,COMPLETE,COMPLETE
108212,0.6,1,COMPLETE,COMPLETE
78894,0.8,1,COMPLETE,COMPLETE
54307,0.6,1,COMPLETE,COMPLETE
61696,0.7333333333333333,1,COMPLETE,COMPLETE
104762,0.8666666666666667,1,COMPLETE,COMPLETE
95691,0.6666666666666666,1,COMPLETE,COMPLETE
44088,0.4666666666666667,0,CANCELED,COMPLETE
14777,0.8666666666666667,1,COMPLETE,CANCELED
82174,0.6666666666666666,1,COMPLETE,COMPLETE
35587,0.6,1,COMPLETE,COMPLETE
97523,0.5333333333333333,1,COMPLETE,COMPLETE
14388,0.7333333333333333,1,COMPLETE,CANCELED
87572,0.6666666666666666,1,COMPLETE,COMPLETE
39674,0.6666666666666666,1,COMPLETE,COMPLETE
808,0.4666666666666667,0,CANCELED,COMPLETE
34000,0.7333333333333333,1,COMPLETE,COMPLETE
142040,0.6666666666666666,1,COMPLETE,CANCELED
114597,0.0,0,CANCELED,CANCELED
88128,0.5333333333333333,1,COMPLETE,COMPLETE
150507,0.6666666666666666,1,COMPLETE,COMPLETE
7930,0.8666666666666667,1,COMPLETE,COMPLETE
87512,0.4666666666666667,0,CANCELED,COMPLETE
110511,0.5333333333333333,1,COMPLETE,COMPLETE
43296,0.6,1,COMPLETE,CANCELED
149319,0.7333333333333333,1,COMPLETE,CANCELED
133689,0.6,1,COMPLETE,COMPLETE
59215,0.9333333333333333,1,COMPLETE,COMPLETE
49704,0.5333333333333333,1,COMPLETE,COMPLETE
28933,0.7333333333333333,1,COMPLETE,CANCELED
120541,0.8666666666666667,1,COMPLETE,CANCELED
135096,0.7333333333333333,1,COMPLETE,COMPLETE
31905,0.4666666666666667,0,CANCELED,COMPLETE
112023,0.6,1,COMPLETE,COMPLETE
41038,0.7333333333333333,1,COMPLETE,COMPLETE
78456,0.7333333333333333,1,COMPLETE,COMPLETE
86254,0.6,1,COMPLETE,COMPLETE
85997,0.5333333333333333,1,COMPLETE,CANCELED
25319,0.8666666666666667,1,COMPLETE,CANCELED
109787,0.6,1,COMPLETE,COMPLETE
133158,0.6,1,COMPLETE,COMPLETE
123645,0.7333333333333333,1,COMPLETE,CANCELED
136833,0.5333333333333333,1,COMPLETE,COMPLETE
41107,0.5333333333333333,1,COMPLETE,COMPLETE
59377,0.6,1,COMPLETE,CANCELED
77760,0.8666666666666667,1,COMPLETE,COMPLETE
25902,0.6,1,COMPLETE,CANCELED
11076,0.6666666666666666,1,COMPLETE,CANCELED
88669,0.7333333333333333,1,COMPLETE,COMPLETE
121987,0.0,0,CANCELED,CANCELED
15714,0.5333333333333333,1,COMPLETE,COMPLETE
49339,0.6666666666666666,1,COMPLETE,COMPLETE
81490,0.5333333333333333,1,COMPLETE,COMPLETE
41703,0.6,1,COMPLETE,COMPLETE
53832,0.7333333333333333,1,COMPLETE,COMPLETE
138991,0.8,1,COMPLETE,COMPLETE
53312,0.9333333333333333,1,COMPLETE,CANCELED
149854,0.6,1,COMPLETE,COMPLETE
33252,0.6,1,COMPLETE,COMPLETE
39451,0.6666666666666666,1,COMPLETE,COMPLETE
72271,0.6666666666666666,1,COMPLETE,COMPLETE
145589,0.8,1,COMPLETE,CANCELED
3158,0.5333333333333333,1,COMPLETE,CANCELED
61835,0.6666666666666666,1,COMPLETE,COMPLETE
80300,0.6666666666666666,1,COMPLETE,CANCELED
121392,0.6666666666666666,1,COMPLETE,CANCELED
28366,0.6666666666666666,1,COMPLETE,CANCELED
75830,0.8,1,COMPLETE,COMPLETE
29380,0.7333333333333333,1,COMPLETE,CANCELED
52247,0.5333333333333333,1,COMPLETE,COMPLETE
39471,0.4666666666666667,0,CANCELED,COMPLETE
103513,0.6666666666666666,1,COMPLETE,CANCELED
5679,0.6,1,COMPLETE,COMPLETE
118567,0.6666666666666666,1,COMPLETE,CANCELED
89908,0.7333333333333333,1,COMPLETE,COMPLETE
144152,0.6,1,COMPLETE,COMPLETE
149078,0.5333333333333333,1,COMPLETE,CANCELED
28321,0.7333333333333333,1,COMPLETE,CANCELED
29108,0.6,1,COMPLETE,CANCELED
126849,0.8,1,COMPLETE,COMPLETE
5021,0.6666666666666666,1,COMPLETE,CANCELED
102765,0.5333333333333333,1,COMPLETE,COMPLETE
92998,0.7333333333333333,1,COMPLETE,COMPLETE
124620,0.4,0,CANCELED,CANCELED
1985,0.7333333333333333,1,COMPLETE,COMPLETE
12535,0.8,1,COMPLETE,CANCELED
57378,0.7333333333333333,1,COMPLETE,COMPLETE
109730,0.8666666666666667,1,COMPLETE,COMPLETE
19110,0.6,1,COMPLETE,CANCELED
65797,0.6666666666666666,1,COMPLETE,COMPLETE
3637,0.8666666666666667,1,COMPLETE,COMPLETE
84315,0.8,1,COMPLETE,COMPLETE
76690,0.6,1,COMPLETE,COMPLETE
6628,0.5333333333333333,1,COMPLETE,CANCELED
89403,0.5333333333333333,1,COMPLETE,COMPLETE
1486,0.6666666666666666,1,COMPLETE,CANCELED
4953,0.6,1,COMPLETE,CANCELED
74997,0.8666666666666667,1,COMPLETE,COMPLETE
60192,0.8666666666666667,1,COMPLETE,COMPLETE
56183,0.8,1,COMPLETE,CANCELED
94162,0.6666666666666666,1,COMPLETE,CANCELED
80343,0.6666666666666666,1,COMPLETE,COMPLETE
72473,0.8,1,COMPLETE,CANCELED
46017,0.4666666666666667,0,CANCELED,COMPLETE
120314,0.8666666666666667,1,COMPLETE,COMPLETE
61189,0.6666666666666666,1,COMPLETE,CANCELED
54617,0.7333333333333333,1,COMPLETE,COMPLETE
104541,0.7333333333333333,1,COMPLETE,CANCELED
68561,0.7333333333333333,1,COMPLETE,COMPLETE
106400,0.6666666666666666,1,COMPLETE,COMPLETE
12554,0.6666666666666666,1,COMPLETE,CANCELED
65913,0.7333333333333333,1,COMPLETE,CANCELED
119745,0.8,1,COMPLETE,COMPLETE
57353,0.5333333333333333,1,COMPLETE,COMPLETE
3885,0.8,1,COMPLETE,COMPLETE
106838,0.7333333333333333,1,COMPLETE,COMPLETE
105628,0.6666666666666666,1,COMPLETE,COMPLETE
113724,0.6666666666666666,1,COMPLETE,CANCELED
38325,0.4666666666666667,0,CANCELED,COMPLETE
112383,0.6,1,COMPLETE,COMPLETE
16949,0.6666666666666666,1,COMPLETE,COMPLETE
138380,0.6,1,COMPLETE,COMPLETE
83607,0.8,1,COMPLETE,COMPLETE
30690,0.8,1,COMPLETE,COMPLETE
71326,0.8,1,COMPLETE,COMPLETE
74430,0.4666666666666667,0,CANCELED,COMPLETE
11619,0.6,1,COMPLETE,COMPLETE
28812,0.8,1,COMPLETE,CANCELED
8483,0.7333333333333333,1,COMPLETE,CANCELED
75009,0.6666666666666666,1,COMPLETE,COMPLETE
89950,0.6666666666666666,1,COMPLETE,COMPLETE
76908,0.6666666666666666,1,COMPLETE,COMPLETE
117036,0.8,1,COMPLETE,CANCELED
124609,0.5333333333333333,1,COMPLETE,COMPLETE
67292,0.7333333333333333,1,COMPLETE,COMPLETE
75858,0.9333333333333333,1,COMPLETE,COMPLETE
42011,0.7333333333333333,1,COMPLETE,COMPLETE
139105,0.5333333333333333,1,COMPLETE,COMPLETE
8838,0.7333333333333333,1,COMPLETE,COMPLETE
140544,0.7333333333333333,1,COMPLETE,COMPLETE
75810,1.0,1,COMPLETE,COMPLETE
55804,0.7333333333333333,1,COMPLETE,COMPLETE
121203,0.8,1,COMPLETE,COMPLETE
115090,0.8666666666666667,1,COMPLETE,CANCELED
124156,0.8666666666666667,1,COMPLETE,COMPLETE
97622,0.6,1,COMPLETE,COMPLETE
23959,0.8,1,COMPLETE,COMPLETE
78082,0.6,1,COMPLETE,COMPLETE
8928,0.7333333333333333,1,COMPLETE,CANCELED
89361,0.8,1,COMPLETE,CANCELED
119366,0.8666666666666667,1,COMPLETE,COMPLETE
85023,0.7333333333333333,1,COMPLETE,COMPLETE
74769,0.7333333333333333,1,COMPLETE,COMPLETE
86594,0.6666666666666666,1,COMPLETE,COMPLETE
33764,0.6,1,COMPLETE,COMPLETE
141436,0.4666666666666667,0,CANCELED,CANCELED
19654,0.6,1,COMPLETE,CANCELED
3415,0.6,1,COMPLETE,COMPLETE
42820,0.6,1,COMPLETE,COMPLETE
37777,0.7333333333333333,1,COMPLETE,COMPLETE
29915,0.7333333333333333,1,COMPLETE,COMPLETE
69537,0.6,1,COMPLETE,COMPLETE
147343,0.6,1,COMPLETE,COMPLETE
108462,0.6666666666666666,1,COMPLETE,COMPLETE
78523,0.6666666666666666,1,COMPLETE,COMPLETE
5936,0.5333333333333333,1,COMPLETE,COMPLETE
88640,0.5333333333333333,1,COMPLETE,COMPLETE
14062,0.4666666666666667,0,CANCELED,CANCELED
115590,1.0,1,COMPLETE,CANCELED
64195,0.7333333333333333,1,COMPLETE,CANCELED
401,0.5333333333333333,1,COMPLETE,COMPLETE
73450,0.4666666666666667,0,CANCELED,COMPLETE
134199,0.6,1,COMPLETE,COMPLETE
91990,0.8666666666666667,1,COMPLETE,COMPLETE
19796,0.5333333333333333,1,COMPLETE,CANCELED
18502,0.6666666666666666,1,COMPLETE,COMPLETE
59587,0.6666666666666666,1,COMPLETE,COMPLETE
115808,0.6666666666666666,1,COMPLETE,CANCELED
842,0.6666666666666666,1,COMPLETE,CANCELED
43426,0.6666666666666666,1,COMPLETE,COMPLETE
68029,0.5333333333333333,1,COMPLETE,COMPLETE
103196,0.6,1,COMPLETE,CANCELED
117397,0.6666666666666666,1,COMPLETE,CANCELED
123064,0.4666666666666667,0,CANCELED,COMPLETE
92819,0.4,0,CANCELED,COMPLETE
13027,0.6666666666666666,1,COMPLETE,CANCELED
131891,0.26666666666666666,0,CANCELED,CANCELED
148614,0.6,1,COMPLETE,COMPLETE
116887,0.7333333333333333,1,COMPLETE,CANCELED
38598,0.8,1,COMPLETE,COMPLETE
105552,0.5333333333333333,1,COMPLETE,CANCELED
45384,0.4666666666666667,0,CANCELED,CANCELED
58854,0.6666666666666666,1,COMPLETE,COMPLETE
82056,0.8666666666666667,1,COMPLETE,COMPLETE
150010,0.7333333333333333,1,COMPLETE,CANCELED
26798,0.6666666666666666,1,COMPLETE,COMPLETE
21239,0.6666666666666666,1,COMPLETE,COMPLETE
150464,0.4666666666666667,0,CANCELED,CANCELED
109075,0.5333333333333333,1,COMPLETE,COMPLETE
3170,0.6666666666666666,1,COMPLETE,CANCELED
46164,0.6666666666666666,1,COMPLETE,COMPLETE
51000,0.7333333333333333,1,COMPLETE,CANCELED
7937,0.7333333333333333,1,COMPLETE,COMPLETE
20236,0.6,1,COMPLETE,CANCELED
95410,0.6666666666666666,1,COMPLETE,COMPLETE
1861,0.7333333333333333,1,COMPLETE,COMPLETE
47254,0.7333333333333333,1,COMPLETE,CANCELED
141611,0.9333333333333333,1,COMPLETE,COMPLETE
143671,0.4666666666666667,0,CANCELED,CANCELED
92189,0.6666666666666666,1,COMPLETE,COMPLETE
56887,0.6666666666666666,1,COMPLETE,COMPLETE
14334,0.6666666666666666,1,COMPLETE,CANCELED
94910,0.4666666666666667,0,CANCELED,CANCELED
103703,0.4,0,CANCELED,COMPLETE
19223,0.8666666666666667,1,COMPLETE,CANCELED
149719,0.6666666666666666,1,COMPLETE,CANCELED
44919,0.8,1,COMPLETE,COMPLETE
10593,0.7333333333333333,1,COMPLETE,COMPLETE
109454,0.7333333333333333,1,COMPLETE,COMPLETE
32895,0.4666666666666667,0,CANCELED,COMPLETE
30890,0.7333333333333333,1,COMPLETE,COMPLETE
136943,0.6666666666666666,1,COMPLETE,CANCELED
128594,0.4,0,CANCELED,CANCELED
79813,0.6666666666666666,1,COMPLETE,CANCELED
16049,0.7333333333333333,1,COMPLETE,COMPLETE
72424,0.8,1,COMPLETE,CANCELED
116673,0.7333333333333333,1,COMPLETE,COMPLETE
129897,0.4666666666666667,0,CANCELED,COMPLETE
64035,0.6,1,COMPLETE,COMPLETE
58797,0.6,1,COMPLETE,COMPLETE
89124,0.7333333333333333,1,COMPLETE,CANCELED
115529,0.4666666666666667,0,CANCELED,CANCELED
121005,0.6,1,COMPLETE,CANCELED
50856,0.7333333333333333,1,COMPLETE,COMPLETE
106992,0.5333333333333333,1,COMPLETE,COMPLETE
61298,0.5333333333333333,1,COMPLETE,COMPLETE
123201,0.6666666666666666,1,COMPLETE,CANCELED
60057,0.6666666666666666,1,COMPLETE,CANCELED
34023,0.6,1,COMPLETE,COMPLETE
1156,0.9333333333333333,1,COMPLETE,COMPLETE
63449,0.6,1,COMPLETE,COMPLETE
23264,0.7333333333333333,1,COMPLETE,COMPLETE
75734,0.8,1,COMPLETE,COMPLETE
98866,0.4666666666666667,0,CANCELED,CANCELED
72511,0.8,1,COMPLETE,CANCELED
64437,1.0,1,COMPLETE,COMPLETE
105902,0.8666666666666667,1,COMPLETE,COMPLETE
60667,0.6,1,COMPLETE,CANCELED
10664,0.6,1,COMPLETE,COMPLETE
109039,0.8666666666666667,1,COMPLETE,COMPLETE
94625,0.6,1,COMPLETE,CANCELED
127011,0.4666666666666667,0,CANCELED,CANCELED
14646,0.6,1,COMPLETE,CANCELED
14055,0.5333333333333333,1,COMPLETE,CANCELED
36995,0.6,1,COMPLETE,COMPLETE
46478,0.8666666666666667,1,COMPLETE,COMPLETE
28885,0.6666666666666666,1,COMPLETE,CANCELED
47458,0.7333333333333333,1,COMPLETE,COMPLETE
2883,0.7333333333333333,1,COMPLETE,COMPLETE
10408,0.6666666666666666,1,COMPLETE,CANCELED
66571,0.6666666666666666,1,COMPLETE,COMPLETE
32256,0.7333333333333333,1,COMPLETE,COMPLETE
93247,0.7333333333333333,1,COMPLETE,CANCELED
72808,0.6666666666666666,1,COMPLETE,COMPLETE
11789,0.6666666666666666,1,COMPLETE,COMPLETE
13751,0.6,1,COMPLETE,CANCELED
6544,0.8666666666666667,1,COMPLETE,CANCELED
62750,0.5333333333333333,1,COMPLETE,COMPLETE
128519,0.7333333333333333,1,COMPLETE,COMPLETE
105966,0.6,1,COMPLETE,COMPLETE
117221,0.6666666666666666,1,COMPLETE,CANCELED
105712,0.6666666666666666,1,COMPLETE,COMPLETE
99567,0.5333333333333333,1,COMPLETE,CANCELED
128408,0.6,1,COMPLETE,CANCELED
90851,0.9333333333333333,1,COMPLETE,COMPLETE
143158,0.6,1,COMPLETE,CANCELED
9336,0.7333333333333333,1,COMPLETE,CANCELED
119525,0.6666666666666666,1,COMPLETE,COMPLETE
149819,0.0,0,CANCELED,CANCELED
52703,0.7333333333333333,1,COMPLETE,CANCELED
148576,0.8666666666666667,1,COMPLETE,CANCELED
8453,0.7333333333333333,1,COMPLETE,CANCELED
4508,0.6666666666666666,1,COMPLETE,COMPLETE
85404,0.8,1,COMPLETE,CANCELED
83533,0.5333333333333333,1,COMPLETE,COMPLETE
105788,0.4,0,CANCELED,COMPLETE
63473,0.6,1,COMPLETE,COMPLETE
138236,0.4666666666666667,0,CANCELED,COMPLETE
91414,0.8,1,COMPLETE,COMPLETE
63387,0.5333333333333333,1,COMPLETE,COMPLETE
117449,0.7333333333333333,1,COMPLETE,COMPLETE
9551,0.0,0,CANCELED,CANCELED
137569,0.8,1,COMPLETE,COMPLETE
8190,0.6666666666666666,1,COMPLETE,CANCELED
60571,0.0,0,CANCELED,CANCELED
126222,0.7333333333333333,1,COMPLETE,COMPLETE
91013,0.7333333333333333,1,COMPLETE,COMPLETE
39770,0.8,1,COMPLETE,COMPLETE
50500,0.7333333333333333,1,COMPLETE,COMPLETE
36125,0.7333333333333333,1,COMPLETE,COMPLETE
130844,0.6,1,COMPLETE,CANCELED
111998,0.7333333333333333,1,COMPLETE,COMPLETE
85788,0.6,1,COMPLETE,CANCELED
61286,0.4666666666666667,0,CANCELED,COMPLETE
140703,0.7333333333333333,1,COMPLETE,COMPLETE
98259,0.5333333333333333,1,COMPLETE,COMPLETE
43970,0.4666666666666667,0,CANCELED,COMPLETE
146566,0.7333333333333333,1,COMPLETE,CANCELED
76357,0.8,1,COMPLETE,COMPLETE
69361,0.6666666666666666,1,COMPLETE,COMPLETE
37299,0.6666666666666666,1,COMPLETE,COMPLETE
71795,0.9333333333333333,1,COMPLETE,COMPLETE
4280,0.6666666666666666,1,COMPLETE,CANCELED
54361,0.7333333333333333,1,COMPLETE,COMPLETE
90186,0.5333333333333333,1,COMPLETE,COMPLETE
126695,0.6666666666666666,1,COMPLETE,COMPLETE
46886,0.5333333333333333,1,COMPLETE,COMPLETE
15424,0.7333333333333333,1,COMPLETE,COMPLETE
40540,0.6,1,COMPLETE,CANCELED
30457,0.6,1,COMPLETE,COMPLETE
20413,0.6666666666666666,1,COMPLETE,CANCELED
94160,0.8666666666666667,1,COMPLETE,CANCELED
106042,0.7333333333333333,1,COMPLETE,COMPLETE
43248,0.5333333333333333,1,COMPLETE,COMPLETE
29304,0.6,1,COMPLETE,CANCELED
62365,0.7333333333333333,1,COMPLETE,CANCELED
68429,0.6666666666666666,1,COMPLETE,COMPLETE
125662,0.8666666666666667,1,COMPLETE,COMPLETE
145804,0.8666666666666667,1,COMPLETE,CANCELED
149551,0.6666666666666666,1,COMPLETE,COMPLETE
120296,0.7333333333333333,1,COMPLETE,CANCELED
35795,0.6,1,COMPLETE,COMPLETE
137538,0.8666666666666667,1,COMPLETE,COMPLETE
123729,0.6,1,COMPLETE,COMPLETE
116387,0.8666666666666667,1,COMPLETE,COMPLETE
59652,0.0,0,CANCELED,CANCELED
53778,0.8,1,COMPLETE,COMPLETE
95341,0.7333333333333333,1,COMPLETE,COMPLETE
75047,0.5333333333333333,1,COMPLETE,COMPLETE
49561,0.9333333333333333,1,COMPLETE,COMPLETE
128555,0.6,1,COMPLETE,COMPLETE
83194,0.6666666666666666,1,COMPLETE,COMPLETE
90545,0.6666666666666666,1,COMPLETE,COMPLETE
1180,0.6,1,COMPLETE,COMPLETE
25135,0.0,0,CANCELED,CANCELED
42795,0.4666666666666667,0,CANCELED,COMPLETE
36494,0.4666666666666667,0,CANCELED,COMPLETE
34571,0.8,1,COMPLETE,COMPLETE
50994,0.7333333333333333,1,COMPLETE,CANCELED
98622,0.0,0,CANCELED,CANCELED
74882,0.4666666666666667,0,CANCELED,COMPLETE
61700,0.8,1,COMPLETE,COMPLETE
44140,0.6666666666666666,1,COMPLETE,COMPLETE
125865,0.5333333333333333,1,COMPLETE,COMPLETE
33271,0.5333333333333333,1,COMPLETE,COMPLETE
104701,0.6666666666666666,1,COMPLETE,CANCELED
98728,0.9333333333333333,1,COMPLETE,CANCELED
107412,0.6666666666666666,1,COMPLETE,COMPLETE
98235,0.7333333333333333,1,COMPLETE,COMPLETE
14570,0.7333333333333333,1,COMPLETE,CANCELED
18183,0.8,1,COMPLETE,COMPLETE
7407,0.7333333333333333,1,COMPLETE,COMPLETE
133814,0.6,1,COMPLETE,CANCELED
64440,0.9333333333333333,1,COMPLETE,COMPLETE
5683,0.5333333333333333,1,COMPLETE,COMPLETE
52260,0.7333333333333333,1,COMPLETE,COMPLETE
112145,0.8,1,COMPLETE,CANCELED
109025,0.6,1,COMPLETE,COMPLETE
42168,0.8,1,COMPLETE,COMPLETE
28524,0.7333333333333333,1,COMPLETE,CANCELED
97732,0.7333333333333333,1,COMPLETE,CANCELED
60369,0.7333333333333333,1,COMPLETE,CANCELED
112966,0.8,1,COMPLETE,COMPLETE
14685,0.7333333333333333,1,COMPLETE,CANCELED
15359,0.5333333333333333,1,COMPLETE,CANCELED
121497,0.8,1,COMPLETE,CANCELED
127429,0.7333333333333333,1,COMPLETE,CANCELED
124556,0.9333333333333333,1,COMPLETE,COMPLETE
112306,0.6666666666666666,1,COMPLETE,COMPLETE
100440,0.5333333333333333,1,COMPLETE,COMPLETE
96962,0.6,1,COMPLETE,COMPLETE
123979,0.6666666666666666,1,COMPLETE,COMPLETE
135974,0.0,0,CANCELED,CANCELED
56298,0.5333333333333333,1,COMPLETE,COMPLETE
111041,0.6666666666666666,1,COMPLETE,COMPLETE
59439,0.6666666666666666,1,COMPLETE,COMPLETE
41880,0.4666666666666667,0,CANCELED,COMPLETE
10237,0.4,0,CANCELED,COMPLETE
39762,0.8,1,COMPLETE,COMPLETE
126620,0.9333333333333333,1,COMPLETE,COMPLETE
131744,0.6666666666666666,1,COMPLETE,CANCELED
117614,0.7333333333333333,1,COMPLETE,COMPLETE
122639,0.7333333333333333,1,COMPLETE,COMPLETE
13733,0.8,1,COMPLETE,CANCELED
46423,0.4666666666666667,0,CANCELED,COMPLETE
47534,0.6,1,COMPLETE,COMPLETE
134888,0.6666666666666666,1,COMPLETE,CANCELED
40530,0.6666666666666666,1,COMPLETE,CANCELED
19148,0.8,1,COMPLETE,CANCELED
122045,0.6666666666666666,1,COMPLETE,COMPLETE
120214,0.8,1,COMPLETE,COMPLETE
16149,0.4666666666666667,0,CANCELED,COMPLETE
32120,0.6666666666666666,1,COMPLETE,COMPLETE
61156,0.4,0,CANCELED,COMPLETE
119791,0.8,1,COMPLETE,COMPLETE
54248,0.9333333333333333,1,COMPLETE,COMPLETE
122644,0.8,1,COMPLETE,COMPLETE
108298,0.5333333333333333,1,COMPLETE,COMPLETE
31698,0.6666666666666666,1,COMPLETE,COMPLETE
33883,0.8,1,COMPLETE,COMPLETE
16860,0.6666666666666666,1,COMPLETE,COMPLETE
87469,1.0,1,COMPLETE,COMPLETE
90787,0.5333333333333333,1,COMPLETE,COMPLETE
139580,0.7333333333333333,1,COMPLETE,COMPLETE
65377,0.6666666666666666,1,COMPLETE,COMPLETE
4497,0.7333333333333333,1,COMPLETE,COMPLETE
88738,0.5333333333333333,1,COMPLETE,COMPLETE
107271,0.5333333333333333,1,COMPLETE,COMPLETE
93659,0.7333333333333333,1,COMPLETE,COMPLETE
36455,0.6,1,COMPLETE,COMPLETE
53808,0.5333333333333333,1,COMPLETE,COMPLETE
142596,0.8,1,COMPLETE,CANCELED
94051,0.8666666666666667,1,COMPLETE,CANCELED
58650,0.8,1,COMPLETE,COMPLETE
127614,0.4666666666666667,0,CANCELED,COMPLETE
138009,0.6666666666666666,1,COMPLETE,COMPLETE
57799,0.4,0,CANCELED,COMPLETE
39056,0.6,1,COMPLETE,COMPLETE
61440,0.7333333333333333,1,COMPLETE,COMPLETE
147337,0.6666666666666666,1,COMPLETE,COMPLETE
2793,0.6666666666666666,1,COMPLETE,COMPLETE
53476,0.7333333333333333,1,COMPLETE,CANCELED
135696,0.6666666666666666,1,COMPLETE,COMPLETE
111451,0.8,1,COMPLETE,COMPLETE
128038,0.6,1,COMPLETE,COMPLETE
67842,0.7333333333333333,1,COMPLETE,CANCELED
141612,0.6,1,COMPLETE,CANCELED
107890,0.8,1,COMPLETE,COMPLETE
12196,0.4,0,CANCELED,COMPLETE
21736,0.4666666666666667,0,CANCELED,CANCELED
41147,0.4666666666666667,0,CANCELED,COMPLETE
45883,0.8,1,COMPLETE,COMPLETE
91055,0.4666666666666667,0,CANCELED,COMPLETE
23476,0.6666666666666666,1,COMPLETE,COMPLETE
27586,0.7333333333333333,1,COMPLETE,COMPLETE
116595,0.6666666666666666,1,COMPLETE,COMPLETE
81549,0.7333333333333333,1,COMPLETE,COMPLETE
24064,0.5333333333333333,1,COMPLETE,COMPLETE
65327,0.4666666666666667,0,CANCELED,COMPLETE
84572,0.5333333333333333,1,COMPLETE,COMPLETE
122085,0.7333333333333333,1,COMPLETE,CANCELED
53836,0.3333333333333333,0,CANCELED,COMPLETE
114898,0.6,1,COMPLETE,COMPLETE
2694,0.7333333333333333,1,COMPLETE,COMPLETE
106540,0.6,1,COMPLETE,COMPLETE
140948,0.5333333333333333,1,COMPLETE,COMPLETE
1692,0.5333333333333333,1,COMPLETE,COMPLETE
86895,0.5333333333333333,1,COMPLETE,COMPLETE
116359,0.6666666666666666,1,COMPLETE,COMPLETE
96722,0.6,1,COMPLETE,COMPLETE
34206,0.7333333333333333,1,COMPLETE,COMPLETE
131006,0.7333333333333333,1,COMPLETE,COMPLETE
138840,0.6666666666666666,1,COMPLETE,COMPLETE
73961,0.6666666666666666,1,COMPLETE,COMPLETE
45690,0.5333333333333333,1,COMPLETE,CANCELED
6903,0.5333333333333333,1,COMPLETE,CANCELED
102527,0.7333333333333333,1,COMPLETE,CANCELED
42649,0.6666666666666666,1,COMPLETE,CANCELED
82853,0.6,1,COMPLETE,COMPLETE
